column1	column2	column3	column4	column5	column6
data41534-1	data41534-2	data41534-3	data41534-4	data41534-5	data41534-6
data41535-1	data41535-2	data41535-3	data41535-4	data41535-5	data41535-6
data41536-1	data41536-2	data41536-3	data41536-4	data41536-5	data41536-6
data41537-1	data41537-2	data41537-3	data41537-4	data41537-5	data41537-6
data41538-1	data41538-2	data41538-3	data41538-4	data41538-5	data41538-6
data41539-1	data41539-2	data41539-3	data41539-4	data41539-5	data41539-6
data41540-1	data41540-2	data41540-3	data41540-4	data41540-5	data41540-6
data41541-1	data41541-2	data41541-3	data41541-4	data41541-5	data41541-6
data41542-1	data41542-2	data41542-3	data41542-4	data41542-5	data41542-6
data41543-1	data41543-2	data41543-3	data41543-4	data41543-5	data41543-6
data41544-1	data41544-2	data41544-3	data41544-4	data41544-5	data41544-6
data41545-1	data41545-2	data41545-3	data41545-4	data41545-5	data41545-6
data41546-1	data41546-2	data41546-3	data41546-4	data41546-5	data41546-6
data41547-1	data41547-2	data41547-3	data41547-4	data41547-5	data41547-6
data41548-1	data41548-2	data41548-3	data41548-4	data41548-5	data41548-6
data41549-1	data41549-2	data41549-3	data41549-4	data41549-5	data41549-6
data41550-1	data41550-2	data41550-3	data41550-4	data41550-5	data41550-6
data41551-1	data41551-2	data41551-3	data41551-4	data41551-5	data41551-6
data41552-1	data41552-2	data41552-3	data41552-4	data41552-5	data41552-6
data41553-1	data41553-2	data41553-3	data41553-4	data41553-5	data41553-6
data41554-1	data41554-2	data41554-3	data41554-4	data41554-5	data41554-6
data41555-1	data41555-2	data41555-3	data41555-4	data41555-5	data41555-6
data41556-1	data41556-2	data41556-3	data41556-4	data41556-5	data41556-6
data41557-1	data41557-2	data41557-3	data41557-4	data41557-5	data41557-6
data41558-1	data41558-2	data41558-3	data41558-4	data41558-5	data41558-6
data41559-1	data41559-2	data41559-3	data41559-4	data41559-5	data41559-6
data41560-1	data41560-2	data41560-3	data41560-4	data41560-5	data41560-6
data41561-1	data41561-2	data41561-3	data41561-4	data41561-5	data41561-6
data41562-1	data41562-2	data41562-3	data41562-4	data41562-5	data41562-6
data41563-1	data41563-2	data41563-3	data41563-4	data41563-5	data41563-6
data41564-1	data41564-2	data41564-3	data41564-4	data41564-5	data41564-6
data41565-1	data41565-2	data41565-3	data41565-4	data41565-5	data41565-6
data41566-1	data41566-2	data41566-3	data41566-4	data41566-5	data41566-6
data41567-1	data41567-2	data41567-3	data41567-4	data41567-5	data41567-6
data41568-1	data41568-2	data41568-3	data41568-4	data41568-5	data41568-6
data41569-1	data41569-2	data41569-3	data41569-4	data41569-5	data41569-6
data41570-1	data41570-2	data41570-3	data41570-4	data41570-5	data41570-6
data41571-1	data41571-2	data41571-3	data41571-4	data41571-5	data41571-6
data41572-1	data41572-2	data41572-3	data41572-4	data41572-5	data41572-6
data41573-1	data41573-2	data41573-3	data41573-4	data41573-5	data41573-6
data41574-1	data41574-2	data41574-3	data41574-4	data41574-5	data41574-6
data41575-1	data41575-2	data41575-3	data41575-4	data41575-5	data41575-6
data41576-1	data41576-2	data41576-3	data41576-4	data41576-5	data41576-6
data41577-1	data41577-2	data41577-3	data41577-4	data41577-5	data41577-6
data41578-1	data41578-2	data41578-3	data41578-4	data41578-5	data41578-6
data41579-1	data41579-2	data41579-3	data41579-4	data41579-5	data41579-6
data41580-1	data41580-2	data41580-3	data41580-4	data41580-5	data41580-6
data41581-1	data41581-2	data41581-3	data41581-4	data41581-5	data41581-6
data41582-1	data41582-2	data41582-3	data41582-4	data41582-5	data41582-6
data41583-1	data41583-2	data41583-3	data41583-4	data41583-5	data41583-6
data41584-1	data41584-2	data41584-3	data41584-4	data41584-5	data41584-6
data41585-1	data41585-2	data41585-3	data41585-4	data41585-5	data41585-6
data41586-1	data41586-2	data41586-3	data41586-4	data41586-5	data41586-6
data41587-1	data41587-2	data41587-3	data41587-4	data41587-5	data41587-6
data41588-1	data41588-2	data41588-3	data41588-4	data41588-5	data41588-6
data41589-1	data41589-2	data41589-3	data41589-4	data41589-5	data41589-6
data41590-1	data41590-2	data41590-3	data41590-4	data41590-5	data41590-6
data41591-1	data41591-2	data41591-3	data41591-4	data41591-5	data41591-6
data41592-1	data41592-2	data41592-3	data41592-4	data41592-5	data41592-6
data41593-1	data41593-2	data41593-3	data41593-4	data41593-5	data41593-6
data41594-1	data41594-2	data41594-3	data41594-4	data41594-5	data41594-6
data41595-1	data41595-2	data41595-3	data41595-4	data41595-5	data41595-6
data41596-1	data41596-2	data41596-3	data41596-4	data41596-5	data41596-6
data41597-1	data41597-2	data41597-3	data41597-4	data41597-5	data41597-6
data41598-1	data41598-2	data41598-3	data41598-4	data41598-5	data41598-6
data41599-1	data41599-2	data41599-3	data41599-4	data41599-5	data41599-6
data41600-1	data41600-2	data41600-3	data41600-4	data41600-5	data41600-6
data41601-1	data41601-2	data41601-3	data41601-4	data41601-5	data41601-6
data41602-1	data41602-2	data41602-3	data41602-4	data41602-5	data41602-6
data41603-1	data41603-2	data41603-3	data41603-4	data41603-5	data41603-6
data41604-1	data41604-2	data41604-3	data41604-4	data41604-5	data41604-6
data41605-1	data41605-2	data41605-3	data41605-4	data41605-5	data41605-6
data41606-1	data41606-2	data41606-3	data41606-4	data41606-5	data41606-6
data41607-1	data41607-2	data41607-3	data41607-4	data41607-5	data41607-6
data41608-1	data41608-2	data41608-3	data41608-4	data41608-5	data41608-6
data41609-1	data41609-2	data41609-3	data41609-4	data41609-5	data41609-6
data41610-1	data41610-2	data41610-3	data41610-4	data41610-5	data41610-6
data41611-1	data41611-2	data41611-3	data41611-4	data41611-5	data41611-6
data41612-1	data41612-2	data41612-3	data41612-4	data41612-5	data41612-6
data41613-1	data41613-2	data41613-3	data41613-4	data41613-5	data41613-6
data41614-1	data41614-2	data41614-3	data41614-4	data41614-5	data41614-6
data41615-1	data41615-2	data41615-3	data41615-4	data41615-5	data41615-6
data41616-1	data41616-2	data41616-3	data41616-4	data41616-5	data41616-6
data41617-1	data41617-2	data41617-3	data41617-4	data41617-5	data41617-6
data41618-1	data41618-2	data41618-3	data41618-4	data41618-5	data41618-6
data41619-1	data41619-2	data41619-3	data41619-4	data41619-5	data41619-6
data41620-1	data41620-2	data41620-3	data41620-4	data41620-5	data41620-6
data41621-1	data41621-2	data41621-3	data41621-4	data41621-5	data41621-6
data41622-1	data41622-2	data41622-3	data41622-4	data41622-5	data41622-6
data41623-1	data41623-2	data41623-3	data41623-4	data41623-5	data41623-6
data41624-1	data41624-2	data41624-3	data41624-4	data41624-5	data41624-6
data41625-1	data41625-2	data41625-3	data41625-4	data41625-5	data41625-6
data41626-1	data41626-2	data41626-3	data41626-4	data41626-5	data41626-6
data41627-1	data41627-2	data41627-3	data41627-4	data41627-5	data41627-6
data41628-1	data41628-2	data41628-3	data41628-4	data41628-5	data41628-6
data41629-1	data41629-2	data41629-3	data41629-4	data41629-5	data41629-6
data41630-1	data41630-2	data41630-3	data41630-4	data41630-5	data41630-6
data41631-1	data41631-2	data41631-3	data41631-4	data41631-5	data41631-6
data41632-1	data41632-2	data41632-3	data41632-4	data41632-5	data41632-6
data41633-1	data41633-2	data41633-3	data41633-4	data41633-5	data41633-6
data41634-1	data41634-2	data41634-3	data41634-4	data41634-5	data41634-6
data41635-1	data41635-2	data41635-3	data41635-4	data41635-5	data41635-6
data41636-1	data41636-2	data41636-3	data41636-4	data41636-5	data41636-6
data41637-1	data41637-2	data41637-3	data41637-4	data41637-5	data41637-6
data41638-1	data41638-2	data41638-3	data41638-4	data41638-5	data41638-6
data41639-1	data41639-2	data41639-3	data41639-4	data41639-5	data41639-6
data41640-1	data41640-2	data41640-3	data41640-4	data41640-5	data41640-6
data41641-1	data41641-2	data41641-3	data41641-4	data41641-5	data41641-6
data41642-1	data41642-2	data41642-3	data41642-4	data41642-5	data41642-6
data41643-1	data41643-2	data41643-3	data41643-4	data41643-5	data41643-6
data41644-1	data41644-2	data41644-3	data41644-4	data41644-5	data41644-6
data41645-1	data41645-2	data41645-3	data41645-4	data41645-5	data41645-6
data41646-1	data41646-2	data41646-3	data41646-4	data41646-5	data41646-6
data41647-1	data41647-2	data41647-3	data41647-4	data41647-5	data41647-6
data41648-1	data41648-2	data41648-3	data41648-4	data41648-5	data41648-6
data41649-1	data41649-2	data41649-3	data41649-4	data41649-5	data41649-6
data41650-1	data41650-2	data41650-3	data41650-4	data41650-5	data41650-6
data41651-1	data41651-2	data41651-3	data41651-4	data41651-5	data41651-6
data41652-1	data41652-2	data41652-3	data41652-4	data41652-5	data41652-6
data41653-1	data41653-2	data41653-3	data41653-4	data41653-5	data41653-6
data41654-1	data41654-2	data41654-3	data41654-4	data41654-5	data41654-6
data41655-1	data41655-2	data41655-3	data41655-4	data41655-5	data41655-6
data41656-1	data41656-2	data41656-3	data41656-4	data41656-5	data41656-6
data41657-1	data41657-2	data41657-3	data41657-4	data41657-5	data41657-6
data41658-1	data41658-2	data41658-3	data41658-4	data41658-5	data41658-6
data41659-1	data41659-2	data41659-3	data41659-4	data41659-5	data41659-6
data41660-1	data41660-2	data41660-3	data41660-4	data41660-5	data41660-6
data41661-1	data41661-2	data41661-3	data41661-4	data41661-5	data41661-6
data41662-1	data41662-2	data41662-3	data41662-4	data41662-5	data41662-6
data41663-1	data41663-2	data41663-3	data41663-4	data41663-5	data41663-6
data41664-1	data41664-2	data41664-3	data41664-4	data41664-5	data41664-6
data41665-1	data41665-2	data41665-3	data41665-4	data41665-5	data41665-6
data41666-1	data41666-2	data41666-3	data41666-4	data41666-5	data41666-6
data41667-1	data41667-2	data41667-3	data41667-4	data41667-5	data41667-6
data41668-1	data41668-2	data41668-3	data41668-4	data41668-5	data41668-6
data41669-1	data41669-2	data41669-3	data41669-4	data41669-5	data41669-6
data41670-1	data41670-2	data41670-3	data41670-4	data41670-5	data41670-6
data41671-1	data41671-2	data41671-3	data41671-4	data41671-5	data41671-6
data41672-1	data41672-2	data41672-3	data41672-4	data41672-5	data41672-6
data41673-1	data41673-2	data41673-3	data41673-4	data41673-5	data41673-6
data41674-1	data41674-2	data41674-3	data41674-4	data41674-5	data41674-6
data41675-1	data41675-2	data41675-3	data41675-4	data41675-5	data41675-6
data41676-1	data41676-2	data41676-3	data41676-4	data41676-5	data41676-6
data41677-1	data41677-2	data41677-3	data41677-4	data41677-5	data41677-6
data41678-1	data41678-2	data41678-3	data41678-4	data41678-5	data41678-6
data41679-1	data41679-2	data41679-3	data41679-4	data41679-5	data41679-6
data41680-1	data41680-2	data41680-3	data41680-4	data41680-5	data41680-6
data41681-1	data41681-2	data41681-3	data41681-4	data41681-5	data41681-6
data41682-1	data41682-2	data41682-3	data41682-4	data41682-5	data41682-6
data41683-1	data41683-2	data41683-3	data41683-4	data41683-5	data41683-6
data41684-1	data41684-2	data41684-3	data41684-4	data41684-5	data41684-6
data41685-1	data41685-2	data41685-3	data41685-4	data41685-5	data41685-6
data41686-1	data41686-2	data41686-3	data41686-4	data41686-5	data41686-6
data41687-1	data41687-2	data41687-3	data41687-4	data41687-5	data41687-6
data41688-1	data41688-2	data41688-3	data41688-4	data41688-5	data41688-6
data41689-1	data41689-2	data41689-3	data41689-4	data41689-5	data41689-6
data41690-1	data41690-2	data41690-3	data41690-4	data41690-5	data41690-6
data41691-1	data41691-2	data41691-3	data41691-4	data41691-5	data41691-6
data41692-1	data41692-2	data41692-3	data41692-4	data41692-5	data41692-6
data41693-1	data41693-2	data41693-3	data41693-4	data41693-5	data41693-6
data41694-1	data41694-2	data41694-3	data41694-4	data41694-5	data41694-6
data41695-1	data41695-2	data41695-3	data41695-4	data41695-5	data41695-6
data41696-1	data41696-2	data41696-3	data41696-4	data41696-5	data41696-6
data41697-1	data41697-2	data41697-3	data41697-4	data41697-5	data41697-6
data41698-1	data41698-2	data41698-3	data41698-4	data41698-5	data41698-6
data41699-1	data41699-2	data41699-3	data41699-4	data41699-5	data41699-6
data41700-1	data41700-2	data41700-3	data41700-4	data41700-5	data41700-6
data41701-1	data41701-2	data41701-3	data41701-4	data41701-5	data41701-6
data41702-1	data41702-2	data41702-3	data41702-4	data41702-5	data41702-6
data41703-1	data41703-2	data41703-3	data41703-4	data41703-5	data41703-6
data41704-1	data41704-2	data41704-3	data41704-4	data41704-5	data41704-6
data41705-1	data41705-2	data41705-3	data41705-4	data41705-5	data41705-6
data41706-1	data41706-2	data41706-3	data41706-4	data41706-5	data41706-6
data41707-1	data41707-2	data41707-3	data41707-4	data41707-5	data41707-6
data41708-1	data41708-2	data41708-3	data41708-4	data41708-5	data41708-6
data41709-1	data41709-2	data41709-3	data41709-4	data41709-5	data41709-6
data41710-1	data41710-2	data41710-3	data41710-4	data41710-5	data41710-6
data41711-1	data41711-2	data41711-3	data41711-4	data41711-5	data41711-6
data41712-1	data41712-2	data41712-3	data41712-4	data41712-5	data41712-6
data41713-1	data41713-2	data41713-3	data41713-4	data41713-5	data41713-6
data41714-1	data41714-2	data41714-3	data41714-4	data41714-5	data41714-6
data41715-1	data41715-2	data41715-3	data41715-4	data41715-5	data41715-6
data41716-1	data41716-2	data41716-3	data41716-4	data41716-5	data41716-6
data41717-1	data41717-2	data41717-3	data41717-4	data41717-5	data41717-6
data41718-1	data41718-2	data41718-3	data41718-4	data41718-5	data41718-6
data41719-1	data41719-2	data41719-3	data41719-4	data41719-5	data41719-6
data41720-1	data41720-2	data41720-3	data41720-4	data41720-5	data41720-6
data41721-1	data41721-2	data41721-3	data41721-4	data41721-5	data41721-6
data41722-1	data41722-2	data41722-3	data41722-4	data41722-5	data41722-6
data41723-1	data41723-2	data41723-3	data41723-4	data41723-5	data41723-6
data41724-1	data41724-2	data41724-3	data41724-4	data41724-5	data41724-6
data41725-1	data41725-2	data41725-3	data41725-4	data41725-5	data41725-6
data41726-1	data41726-2	data41726-3	data41726-4	data41726-5	data41726-6
data41727-1	data41727-2	data41727-3	data41727-4	data41727-5	data41727-6
data41728-1	data41728-2	data41728-3	data41728-4	data41728-5	data41728-6
data41729-1	data41729-2	data41729-3	data41729-4	data41729-5	data41729-6
data41730-1	data41730-2	data41730-3	data41730-4	data41730-5	data41730-6
data41731-1	data41731-2	data41731-3	data41731-4	data41731-5	data41731-6
data41732-1	data41732-2	data41732-3	data41732-4	data41732-5	data41732-6
data41733-1	data41733-2	data41733-3	data41733-4	data41733-5	data41733-6
data41734-1	data41734-2	data41734-3	data41734-4	data41734-5	data41734-6
data41735-1	data41735-2	data41735-3	data41735-4	data41735-5	data41735-6
data41736-1	data41736-2	data41736-3	data41736-4	data41736-5	data41736-6
data41737-1	data41737-2	data41737-3	data41737-4	data41737-5	data41737-6
data41738-1	data41738-2	data41738-3	data41738-4	data41738-5	data41738-6
data41739-1	data41739-2	data41739-3	data41739-4	data41739-5	data41739-6
data41740-1	data41740-2	data41740-3	data41740-4	data41740-5	data41740-6
data41741-1	data41741-2	data41741-3	data41741-4	data41741-5	data41741-6
data41742-1	data41742-2	data41742-3	data41742-4	data41742-5	data41742-6
data41743-1	data41743-2	data41743-3	data41743-4	data41743-5	data41743-6
data41744-1	data41744-2	data41744-3	data41744-4	data41744-5	data41744-6
data41745-1	data41745-2	data41745-3	data41745-4	data41745-5	data41745-6
data41746-1	data41746-2	data41746-3	data41746-4	data41746-5	data41746-6
data41747-1	data41747-2	data41747-3	data41747-4	data41747-5	data41747-6
data41748-1	data41748-2	data41748-3	data41748-4	data41748-5	data41748-6
data41749-1	data41749-2	data41749-3	data41749-4	data41749-5	data41749-6
data41750-1	data41750-2	data41750-3	data41750-4	data41750-5	data41750-6
data41751-1	data41751-2	data41751-3	data41751-4	data41751-5	data41751-6
data41752-1	data41752-2	data41752-3	data41752-4	data41752-5	data41752-6
data41753-1	data41753-2	data41753-3	data41753-4	data41753-5	data41753-6
data41754-1	data41754-2	data41754-3	data41754-4	data41754-5	data41754-6
data41755-1	data41755-2	data41755-3	data41755-4	data41755-5	data41755-6
data41756-1	data41756-2	data41756-3	data41756-4	data41756-5	data41756-6
data41757-1	data41757-2	data41757-3	data41757-4	data41757-5	data41757-6
data41758-1	data41758-2	data41758-3	data41758-4	data41758-5	data41758-6
data41759-1	data41759-2	data41759-3	data41759-4	data41759-5	data41759-6
data41760-1	data41760-2	data41760-3	data41760-4	data41760-5	data41760-6
data41761-1	data41761-2	data41761-3	data41761-4	data41761-5	data41761-6
data41762-1	data41762-2	data41762-3	data41762-4	data41762-5	data41762-6
data41763-1	data41763-2	data41763-3	data41763-4	data41763-5	data41763-6
data41764-1	data41764-2	data41764-3	data41764-4	data41764-5	data41764-6
data41765-1	data41765-2	data41765-3	data41765-4	data41765-5	data41765-6
data41766-1	data41766-2	data41766-3	data41766-4	data41766-5	data41766-6
data41767-1	data41767-2	data41767-3	data41767-4	data41767-5	data41767-6
data41768-1	data41768-2	data41768-3	data41768-4	data41768-5	data41768-6
data41769-1	data41769-2	data41769-3	data41769-4	data41769-5	data41769-6
data41770-1	data41770-2	data41770-3	data41770-4	data41770-5	data41770-6
data41771-1	data41771-2	data41771-3	data41771-4	data41771-5	data41771-6
data41772-1	data41772-2	data41772-3	data41772-4	data41772-5	data41772-6
data41773-1	data41773-2	data41773-3	data41773-4	data41773-5	data41773-6
data41774-1	data41774-2	data41774-3	data41774-4	data41774-5	data41774-6
data41775-1	data41775-2	data41775-3	data41775-4	data41775-5	data41775-6
data41776-1	data41776-2	data41776-3	data41776-4	data41776-5	data41776-6
data41777-1	data41777-2	data41777-3	data41777-4	data41777-5	data41777-6
data41778-1	data41778-2	data41778-3	data41778-4	data41778-5	data41778-6
data41779-1	data41779-2	data41779-3	data41779-4	data41779-5	data41779-6
data41780-1	data41780-2	data41780-3	data41780-4	data41780-5	data41780-6
data41781-1	data41781-2	data41781-3	data41781-4	data41781-5	data41781-6
data41782-1	data41782-2	data41782-3	data41782-4	data41782-5	data41782-6
data41783-1	data41783-2	data41783-3	data41783-4	data41783-5	data41783-6
data41784-1	data41784-2	data41784-3	data41784-4	data41784-5	data41784-6
data41785-1	data41785-2	data41785-3	data41785-4	data41785-5	data41785-6
data41786-1	data41786-2	data41786-3	data41786-4	data41786-5	data41786-6
data41787-1	data41787-2	data41787-3	data41787-4	data41787-5	data41787-6
data41788-1	data41788-2	data41788-3	data41788-4	data41788-5	data41788-6
data41789-1	data41789-2	data41789-3	data41789-4	data41789-5	data41789-6
data41790-1	data41790-2	data41790-3	data41790-4	data41790-5	data41790-6
data41791-1	data41791-2	data41791-3	data41791-4	data41791-5	data41791-6
data41792-1	data41792-2	data41792-3	data41792-4	data41792-5	data41792-6
data41793-1	data41793-2	data41793-3	data41793-4	data41793-5	data41793-6
data41794-1	data41794-2	data41794-3	data41794-4	data41794-5	data41794-6
data41795-1	data41795-2	data41795-3	data41795-4	data41795-5	data41795-6
data41796-1	data41796-2	data41796-3	data41796-4	data41796-5	data41796-6
data41797-1	data41797-2	data41797-3	data41797-4	data41797-5	data41797-6
data41798-1	data41798-2	data41798-3	data41798-4	data41798-5	data41798-6
data41799-1	data41799-2	data41799-3	data41799-4	data41799-5	data41799-6
data41800-1	data41800-2	data41800-3	data41800-4	data41800-5	data41800-6
data41801-1	data41801-2	data41801-3	data41801-4	data41801-5	data41801-6
data41802-1	data41802-2	data41802-3	data41802-4	data41802-5	data41802-6
data41803-1	data41803-2	data41803-3	data41803-4	data41803-5	data41803-6
data41804-1	data41804-2	data41804-3	data41804-4	data41804-5	data41804-6
data41805-1	data41805-2	data41805-3	data41805-4	data41805-5	data41805-6
data41806-1	data41806-2	data41806-3	data41806-4	data41806-5	data41806-6
data41807-1	data41807-2	data41807-3	data41807-4	data41807-5	data41807-6
data41808-1	data41808-2	data41808-3	data41808-4	data41808-5	data41808-6
data41809-1	data41809-2	data41809-3	data41809-4	data41809-5	data41809-6
data41810-1	data41810-2	data41810-3	data41810-4	data41810-5	data41810-6
data41811-1	data41811-2	data41811-3	data41811-4	data41811-5	data41811-6
data41812-1	data41812-2	data41812-3	data41812-4	data41812-5	data41812-6
data41813-1	data41813-2	data41813-3	data41813-4	data41813-5	data41813-6
data41814-1	data41814-2	data41814-3	data41814-4	data41814-5	data41814-6
data41815-1	data41815-2	data41815-3	data41815-4	data41815-5	data41815-6
data41816-1	data41816-2	data41816-3	data41816-4	data41816-5	data41816-6
data41817-1	data41817-2	data41817-3	data41817-4	data41817-5	data41817-6
data41818-1	data41818-2	data41818-3	data41818-4	data41818-5	data41818-6
data41819-1	data41819-2	data41819-3	data41819-4	data41819-5	data41819-6
data41820-1	data41820-2	data41820-3	data41820-4	data41820-5	data41820-6
data41821-1	data41821-2	data41821-3	data41821-4	data41821-5	data41821-6
data41822-1	data41822-2	data41822-3	data41822-4	data41822-5	data41822-6
data41823-1	data41823-2	data41823-3	data41823-4	data41823-5	data41823-6
data41824-1	data41824-2	data41824-3	data41824-4	data41824-5	data41824-6
data41825-1	data41825-2	data41825-3	data41825-4	data41825-5	data41825-6
data41826-1	data41826-2	data41826-3	data41826-4	data41826-5	data41826-6
data41827-1	data41827-2	data41827-3	data41827-4	data41827-5	data41827-6
data41828-1	data41828-2	data41828-3	data41828-4	data41828-5	data41828-6
data41829-1	data41829-2	data41829-3	data41829-4	data41829-5	data41829-6
data41830-1	data41830-2	data41830-3	data41830-4	data41830-5	data41830-6
data41831-1	data41831-2	data41831-3	data41831-4	data41831-5	data41831-6
data41832-1	data41832-2	data41832-3	data41832-4	data41832-5	data41832-6
data41833-1	data41833-2	data41833-3	data41833-4	data41833-5	data41833-6
data41834-1	data41834-2	data41834-3	data41834-4	data41834-5	data41834-6
data41835-1	data41835-2	data41835-3	data41835-4	data41835-5	data41835-6
data41836-1	data41836-2	data41836-3	data41836-4	data41836-5	data41836-6
data41837-1	data41837-2	data41837-3	data41837-4	data41837-5	data41837-6
data41838-1	data41838-2	data41838-3	data41838-4	data41838-5	data41838-6
data41839-1	data41839-2	data41839-3	data41839-4	data41839-5	data41839-6
data41840-1	data41840-2	data41840-3	data41840-4	data41840-5	data41840-6
data41841-1	data41841-2	data41841-3	data41841-4	data41841-5	data41841-6
data41842-1	data41842-2	data41842-3	data41842-4	data41842-5	data41842-6
data41843-1	data41843-2	data41843-3	data41843-4	data41843-5	data41843-6
data41844-1	data41844-2	data41844-3	data41844-4	data41844-5	data41844-6
data41845-1	data41845-2	data41845-3	data41845-4	data41845-5	data41845-6
data41846-1	data41846-2	data41846-3	data41846-4	data41846-5	data41846-6
data41847-1	data41847-2	data41847-3	data41847-4	data41847-5	data41847-6
data41848-1	data41848-2	data41848-3	data41848-4	data41848-5	data41848-6
data41849-1	data41849-2	data41849-3	data41849-4	data41849-5	data41849-6
data41850-1	data41850-2	data41850-3	data41850-4	data41850-5	data41850-6
data41851-1	data41851-2	data41851-3	data41851-4	data41851-5	data41851-6
data41852-1	data41852-2	data41852-3	data41852-4	data41852-5	data41852-6
data41853-1	data41853-2	data41853-3	data41853-4	data41853-5	data41853-6
data41854-1	data41854-2	data41854-3	data41854-4	data41854-5	data41854-6
data41855-1	data41855-2	data41855-3	data41855-4	data41855-5	data41855-6
data41856-1	data41856-2	data41856-3	data41856-4	data41856-5	data41856-6
data41857-1	data41857-2	data41857-3	data41857-4	data41857-5	data41857-6
data41858-1	data41858-2	data41858-3	data41858-4	data41858-5	data41858-6
data41859-1	data41859-2	data41859-3	data41859-4	data41859-5	data41859-6
data41860-1	data41860-2	data41860-3	data41860-4	data41860-5	data41860-6
data41861-1	data41861-2	data41861-3	data41861-4	data41861-5	data41861-6
data41862-1	data41862-2	data41862-3	data41862-4	data41862-5	data41862-6
data41863-1	data41863-2	data41863-3	data41863-4	data41863-5	data41863-6
data41864-1	data41864-2	data41864-3	data41864-4	data41864-5	data41864-6
data41865-1	data41865-2	data41865-3	data41865-4	data41865-5	data41865-6
data41866-1	data41866-2	data41866-3	data41866-4	data41866-5	data41866-6
data41867-1	data41867-2	data41867-3	data41867-4	data41867-5	data41867-6
data41868-1	data41868-2	data41868-3	data41868-4	data41868-5	data41868-6
data41869-1	data41869-2	data41869-3	data41869-4	data41869-5	data41869-6
data41870-1	data41870-2	data41870-3	data41870-4	data41870-5	data41870-6
data41871-1	data41871-2	data41871-3	data41871-4	data41871-5	data41871-6
data41872-1	data41872-2	data41872-3	data41872-4	data41872-5	data41872-6
data41873-1	data41873-2	data41873-3	data41873-4	data41873-5	data41873-6
data41874-1	data41874-2	data41874-3	data41874-4	data41874-5	data41874-6
data41875-1	data41875-2	data41875-3	data41875-4	data41875-5	data41875-6
data41876-1	data41876-2	data41876-3	data41876-4	data41876-5	data41876-6
data41877-1	data41877-2	data41877-3	data41877-4	data41877-5	data41877-6
data41878-1	data41878-2	data41878-3	data41878-4	data41878-5	data41878-6
data41879-1	data41879-2	data41879-3	data41879-4	data41879-5	data41879-6
data41880-1	data41880-2	data41880-3	data41880-4	data41880-5	data41880-6
data41881-1	data41881-2	data41881-3	data41881-4	data41881-5	data41881-6
data41882-1	data41882-2	data41882-3	data41882-4	data41882-5	data41882-6
data41883-1	data41883-2	data41883-3	data41883-4	data41883-5	data41883-6
data41884-1	data41884-2	data41884-3	data41884-4	data41884-5	data41884-6
data41885-1	data41885-2	data41885-3	data41885-4	data41885-5	data41885-6
data41886-1	data41886-2	data41886-3	data41886-4	data41886-5	data41886-6
data41887-1	data41887-2	data41887-3	data41887-4	data41887-5	data41887-6
data41888-1	data41888-2	data41888-3	data41888-4	data41888-5	data41888-6
data41889-1	data41889-2	data41889-3	data41889-4	data41889-5	data41889-6
data41890-1	data41890-2	data41890-3	data41890-4	data41890-5	data41890-6
data41891-1	data41891-2	data41891-3	data41891-4	data41891-5	data41891-6
data41892-1	data41892-2	data41892-3	data41892-4	data41892-5	data41892-6
data41893-1	data41893-2	data41893-3	data41893-4	data41893-5	data41893-6
data41894-1	data41894-2	data41894-3	data41894-4	data41894-5	data41894-6
data41895-1	data41895-2	data41895-3	data41895-4	data41895-5	data41895-6
data41896-1	data41896-2	data41896-3	data41896-4	data41896-5	data41896-6
data41897-1	data41897-2	data41897-3	data41897-4	data41897-5	data41897-6
data41898-1	data41898-2	data41898-3	data41898-4	data41898-5	data41898-6
data41899-1	data41899-2	data41899-3	data41899-4	data41899-5	data41899-6
data41900-1	data41900-2	data41900-3	data41900-4	data41900-5	data41900-6
data41901-1	data41901-2	data41901-3	data41901-4	data41901-5	data41901-6
data41902-1	data41902-2	data41902-3	data41902-4	data41902-5	data41902-6
data41903-1	data41903-2	data41903-3	data41903-4	data41903-5	data41903-6
data41904-1	data41904-2	data41904-3	data41904-4	data41904-5	data41904-6
data41905-1	data41905-2	data41905-3	data41905-4	data41905-5	data41905-6
data41906-1	data41906-2	data41906-3	data41906-4	data41906-5	data41906-6
data41907-1	data41907-2	data41907-3	data41907-4	data41907-5	data41907-6
data41908-1	data41908-2	data41908-3	data41908-4	data41908-5	data41908-6
data41909-1	data41909-2	data41909-3	data41909-4	data41909-5	data41909-6
data41910-1	data41910-2	data41910-3	data41910-4	data41910-5	data41910-6
data41911-1	data41911-2	data41911-3	data41911-4	data41911-5	data41911-6
data41912-1	data41912-2	data41912-3	data41912-4	data41912-5	data41912-6
data41913-1	data41913-2	data41913-3	data41913-4	data41913-5	data41913-6
data41914-1	data41914-2	data41914-3	data41914-4	data41914-5	data41914-6
data41915-1	data41915-2	data41915-3	data41915-4	data41915-5	data41915-6
data41916-1	data41916-2	data41916-3	data41916-4	data41916-5	data41916-6
data41917-1	data41917-2	data41917-3	data41917-4	data41917-5	data41917-6
data41918-1	data41918-2	data41918-3	data41918-4	data41918-5	data41918-6
data41919-1	data41919-2	data41919-3	data41919-4	data41919-5	data41919-6
data41920-1	data41920-2	data41920-3	data41920-4	data41920-5	data41920-6
data41921-1	data41921-2	data41921-3	data41921-4	data41921-5	data41921-6
